Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
-4.9m	171.8m					
-4.9m	172.8m					
-4.9m	174.3m					
-5m	175.4m					
-5m	175.5m					
-4.9m	175.6m					
-4.9m	175.1m					
-4.9m	175m					
-4.9m	172.3m					
-5m	172m					
-5m	171.4m					
-4.9m	172.3m					
-4.9m	174.2m					
-4.9m	175.7m					
-4.9m	176.6m					
-4.9m	176.3m					
-5m	176.2m					
-4.9m	176.9m					
-4.9m	176.9m					
-4.9m	171.9m					
-4.9m	172.7m					
-4.9m	174.3m					
-4.9m	175.2m					
-4.9m	176.7m					
-4.9m	175.4m					
-4.9m	174.8m					
-4.9m	175.4m					
-4.9m	175.3m					
-4.9m	170.4m					
-4.9m	170.3m					
-4.9m	169.8m					
-4.9m	171.2m					
-4.9m	173.3m					
-4.9m	173.6m					
-4.9m	174.1m					
-4.9m	174.5m					
-4.9m	174.6m					
-4.9m	173.9m					
-4.9m	173.7m					
-4.9m	172.2m					
-4.9m	172.2m					
-4.9m	174.3m					
-4.9m	174.5m					
-4.9m	176.1m					
-4.9m	175.7m					
-4.9m	175.2m					
-4.9m	175.8m					
-4.9m	175.9m					
-4.9m	172m					
-4.8m	171.2m					
-4.9m	172m					
-4.9m	172.7m					
-4.9m	175.2m					
-4.9m	175m					
-4.9m	174.8m					
-4.9m	175.1m					
-4.9m	175.3m					
-4.9m	171.7m					
-4.9m	170.4m					
-4.9m	171.3m					
-4.9m	171.5m					
-4.9m	174.6m					
-4.9m	175.3m					
-4.9m	176.4m					
-4.9m	176.6m					
-4.9m	177.3m					
-4.8m	176.5m					
-4.9m	176m					
-4.9m	173.2m					
-4.9m	172.9m					
-4.9m	174.8m					
-4.9m	175.2m					
-4.9m	176.1m					
-4.9m	175.2m					
-4.9m	173.1m					
-4.9m	173.6m					
-4.9m	173.9m					
-4.9m	170.2m					
-4.9m	168.4m					
-4.9m	169.5m					
-4.9m	170m					
-4.9m	174.6m					
-4.9m	174.6m					
-4.9m	174.7m					
-4.9m	175.2m					
-4.9m	176m					
-4.8m	174.4m					
-4.8m	171.7m					
-4.9m	172.9m					
-4.8m	173.3m					
-4.8m	175.3m					
-4.9m	176.1m					
-4.9m	177.6m					
-4.9m	177.4m					
-4.9m	176.2m					
-4.8m	175.4m					
-4.8m	174.3m					
-4.9m	173m					
-4.9m	171.4m					
-4.9m	172.3m					
-4.8m	172.6m					
-4.8m	174.6m					
-4.8m	174.9m					
-4.9m	174.3m					
-4.8m	174.5m					
-4.9m	175.3m					
-4.8m	173.1m					
-4.8m	171m					
-4.9m	172.4m					
-4.8m	173.7m					
-4.8m	176.5m					
-4.8m	176.9m					
-4.8m	176.3m					
-4.8m	176.4m					
-4.8m	177.1m					
-4.8m	176m					
-4.8m	172.8m					
-4.8m	172.4m					
-4.8m	172.2m					
-4.8m	173.7m					
-4.8m	174.7m					
-4.8m	174.8m					
-4.8m	174.8m					
-4.8m	173.9m					
-4.8m	173.7m					
-4.8m	173.3m					
-4.9m	172m					
-4.8m	169.2m					
-4.8m	169.9m					
-4.8m	171.3m					
-4.8m	173.3m					
-4.8m	174.4m					
-4.8m	174.4m					
-4.8m	174.4m					
-4.8m	175.8m					
-4.8m	175.6m					
-4.8m	171.6m					
-4.8m	172.3m					
-4.8m	173.5m					
-4.8m	174.4m					
-4.8m	176m					
-4.8m	175.7m					
-4.8m	175.6m					
-4.8m	175.9m					
-4.8m	175.6m					
-4.8m	172.2m					
-4.8m	172.1m					
-4.8m	171.4m					
-4.7m	172.4m					
-4.8m	173.7m					
-4.8m	174.8m					
-4.8m	176.2m					
-4.8m	176.6m					
-4.8m	176.7m					
-4.8m	177.1m					
-4.8m	176.5m					
-4.8m	172.4m					
-4.8m	172.8m					
-4.8m	174.9m					
-4.8m	176m					
-4.8m	177.1m					
-4.8m	175.5m					
-4.7m	175.1m					
-4.8m	175.8m					
-4.7m	175.4m					
-4.7m	170.1m					
-4.8m	169.9m					
-4.8m	170.7m					
-4.8m	171.3m					
-4.8m	173.7m					
-4.8m	173.6m					
-4.8m	173.5m					
-4.8m	174.2m					
-4.8m	174.8m					
-4.8m	170.8m					
-4.8m	170.4m					
-4.8m	169m					
-4.8m	168.9m					
-4.8m	171m					
-4.8m	171.5m					
-4.8m	172.5m					
-4.8m	172.5m					
-4.8m	172.4m					
-4.8m	172.9m					
-4.7m	173.1m					
-4.7m	172.2m					
-4.8m	171.8m					
-4.8m	174.2m					
-4.8m	175.4m					
-4.7m	179.4m					
-4.8m	179.3m					
-4.8m	179m					
-4.8m	179.6m					
-4.8m	180.5m					
-4.7m	177.2m					
-4.7m	176.1m					
-4.8m	176.9m					
-4.8m	177.1m					
-4.7m	178.9m					
-4.7m	178.9m					
-4.7m	178.9m					
-4.8m	178.9m					
-4.8m	178.9m					
-4.7m	177m					
-4.7m	176.1m					
-4.8m	172.7m					
-4.8m	173.1m					
-4.7m	175.2m					
-4.8m	176.1m					
-4.7m	176.9m					
-4.7m	176.2m					
-4.7m	175.5m					
-4.7m	176.8m					
-4.7m	177m					
-4.7m	171.8m					
-4.7m	171.5m					
-4.7m	173.1m					
-4.7m	173.6m					
-4.8m	175.1m					
-4.8m	174.7m					
-4.7m	174.3m					
-4.8m	174.4m					
-4.7m	174.5m					
-4.7m	171.1m					
-4.7m	169.6m					
-4.8m	168.4m					
-4.7m	168.4m					
-4.7m	171.8m					
-4.7m	172.9m					
-4.7m	175m					
-4.7m	175.7m					
-4.7m	177.1m					
-4.7m	177.3m					
-4.7m	177.4m					
-4.7m	175.4m					
-4.7m	174.5m					
-4.7m	176.4m					
-4.7m	176.5m					
-4.7m	178.9m					
-4.8m	178.8m					
-4.7m	178.5m					
-4.7m	179.6m					
-4.7m	179.9m					
-4.7m	176.3m					
-4.7m	175.2m					
-4.7m	177.1m					
-4.7m	177.3m					
-4.7m	178.9m					
-4.7m	178.6m					
-4.7m	178.1m					
-4.7m	178.5m					
-4.7m	178.5m					
-4.7m	176.3m					
-4.7m	175.2m					
-4.7m	172.2m					
-4.7m	172.6m					
-4.7m	174.6m					
-4.7m	175.7m					
-4.7m	176.7m					
-4.7m	176.7m					
-4.7m	176.6m					
-4.7m	177.3m					
-4.7m	177.3m					
-4.7m	173.4m					
-4.7m	173.3m					
-4.7m	174.6m					
-4.7m	175m					
-4.7m	176.3m					
-4.7m	174.1m					
-4.7m	172.6m					
-4.7m	172m					
-4.7m	171.6m					
-4.7m	167m					
-4.7m	166.6m					
-4.7m	167.8m					
-4.7m	167.8m					
-4.6m	173.5m					
-4.7m	174.7m					
-4.6m	176.9m					
-4.7m	177.7m					
-4.6m	179.1m					
-4.7m	179m					
-4.6m	178.9m					
-4.6m	177.7m					
-4.7m	177.8m					
-4.7m	178.7m					
-4.7m	179.3m					
-4.6m	180.3m					
-4.6m	179.4m					
-4.6m	179m					
-4.7m	178.8m					
-4.7m	178.3m					
-4.6m	172.2m					
-4.6m	172.3m					
-4.6m	174.1m					
-4.6m	175.1m					
-4.6m	176.6m					
-4.7m	176.8m					
-4.6m	177.2m					
-4.6m	178.6m					
-4.6m	178.6m					
-4.7m	175.6m					
-4.6m	175.3m					
-4.6m	173.7m					
-4.6m	174.4m					
-4.6m	175.1m					
-4.6m	176.1m					
-4.6m	177m					
-4.6m	176.2m					
-4.6m	176m					
-4.6m	176.6m					
-4.6m	175.6m					
-4.6m	170.3m					
-4.6m	170.4m					
-4.6m	170.7m					
-4.6m	171.1m					
-4.6m	172.8m					
-4.6m	172m					
-4.6m	171.2m					
-4.6m	172.7m					
-4.6m	173.9m					
-4.6m	171.3m					
-4.6m	170.9m					
-4.6m	173.2m					
-4.6m	174.6m					
-4.6m	178.3m					
-4.6m	179.7m					
-4.6m	180.7m					
-4.6m	181.2m					
-4.6m	181.5m					
-4.6m	180.2m					
-4.6m	179.5m					
-4.6m	177.6m					
-4.5m	177.8m					
-4.6m	178m					
-4.6m	178.2m					
-4.6m	178.2m					
-4.6m	176.8m					
-4.6m	176.1m					
-4.7m	175.8m					
-4.6m	175.7m					
-4.6m	170.4m					
-4.6m	171.4m					
-4.6m	173.3m					
-4.6m	174.3m					
-4.6m	176m					
-4.6m	177m					
-4.6m	177.3m					
-4.6m	178.4m					
-4.6m	178.6m					
-4.6m	176.4m					
-4.6m	176.3m					
-4.6m	176.2m					
-4.6m	177.1m					
-4.6m	178.6m					
-4.6m	179.4m					
-4.6m	179.4m					
-4.6m	177.3m					
-4.6m	177.3m					
-4.6m	177.7m					
-4.6m	175.3m					
-4.6m	172.2m					
-4.6m	173m					
-4.6m	174.1m					
-4.6m	177m					
-4.6m	177.7m					
-4.6m	177.7m					
-4.6m	177.9m					
-4.6m	178.9m					
-4.6m	177.9m					
-4.6m	175.2m					
-4.5m	175.3m					
-4.6m	175.4m					
-4.6m	176.3m					
-4.5m	176.5m					
-4.6m	177.4m					
-4.6m	177.4m					
-4.6m	176.7m					
-4.5m	176m					
-4.6m	173.9m					
-4.6m	171.9m					
-4.6m	170.1m					
-4.6m	171m					
-4.6m	171.6m					
-4.6m	173.4m					
-4.6m	174.6m					
-4.6m	175m					
-4.5m	175.4m					
-4.6m	176.6m					
-4.6m	175.4m					
-4.6m	172.7m					
-4.6m	173.3m					
-4.6m	174.6m					
-4.5m	177m					
-4.5m	178.3m					
-4.5m	179.5m					
-4.6m	179.6m					
-4.6m	180.8m					
-4.5m	179.8m					
-4.6m	177.9m					
-4.6m	176.3m					
-4.6m	175.6m					
-4.5m	177.1m					
-4.5m	177.8m					
-4.6m	178.7m					
-4.6m	178.4m					
-4.6m	176.6m					
-4.5m	176.6m					
-4.5m	176.8m					
-4.5m	173.6m					
-4.6m	171.6m					
-4.5m	173.3m					
-4.5m	174.2m					
-4.5m	177.7m					
-4.5m	177.8m					
-4.5m	178.3m					
-4.5m	178.5m					
-4.6m	178.6m					
-4.5m	177.3m					
-4.5m	175.7m					
-4.5m	175.5m					
-4.5m	175.4m					
-4.5m	176.7m					
-4.5m	177.2m					
-4.5m	178.6m					
-4.5m	177.5m					
-4.5m	176.4m					
-4.5m	175.9m					
-4.6m	175.4m					
-4.5m	172.1m					
-4.5m	171.5m					
-4.5m	172.6m					
-4.5m	173.5m					
-4.6m	176.4m					
-4.5m	176.3m					
-4.5m	176.2m					
-4.5m	177.4m					
-4.5m	178.3m					
-4.5m	175.8m					
-4.5m	174m					
-4.5m	175.6m					
-4.5m	175.8m					
-4.5m	177.9m					
-4.5m	178.1m					
-4.5m	178.1m					
-4.5m	178m					
-4.5m	177.9m					
-4.5m	176.6m					
-4.5m	175.8m					
-4.5m	173.6m					
-4.5m	173.5m					
-4.5m	175.2m					
-4.5m	175.9m					
-4.5m	177.3m					
-4.4m	176.9m					
-4.5m	176.2m					
-4.5m	177.4m					
-4.5m	177.9m					
-4.5m	174.5m					
-4.5m	173.2m					
-4.5m	175.4m					
-4.5m	176.9m					
-4.5m	179.3m					
-4.5m	179.3m					
-4.5m	179.1m					
-4.5m	178.7m					
-4.5m	178.5m					
-4.5m	177m					
-4.5m	176.3m					
-4.4m	174.7m					
-4.5m	174.8m					
-4.4m	175.7m					
-4.5m	176.7m					
-4.5m	177.8m					
-4.5m	175.9m					
-4.5m	175.4m					
-4.5m	175.3m					
-4.5m	174.8m					
-4.5m	170.8m					
-4.5m	171m					
-4.4m	173.3m					
-4.4m	173.9m					
-4.5m	176.4m					
-4.5m	176.8m					
-4.5m	177.1m					
-4.4m	178.3m					
-4.5m	178.5m					
-4.4m	174.8m					
-4.5m	174.5m					
-4.5m	175.9m					
-4.5m	176.5m					
-4.4m	178.7m					
-4.4m	179.2m					
-4.5m	179.5m					
-4.5m	179.1m					
-4.5m	179m					
-4.4m	177.9m					
-4.4m	176.7m					
-4.5m	173.4m					
-4.5m	173.8m					
-4.4m	174.8m					
-4.4m	176.3m					
-4.4m	177.2m					
-4.4m	176.9m					
-4.4m	176.7m					
-4.4m	178.8m					
-4.5m	177.4m					
-4.5m	173.7m					
-4.5m	174m					
-4.5m	174.8m					
-4.4m	176.9m					
-4.4m	177.9m					
-4.4m	177.4m					
-4.5m	177.1m					
-4.4m	176.7m					
-4.4m	176.6m					
-4.4m	174.8m					
-4.4m	174m					
-4.4m	172.8m					
-4.4m	173.7m					
-4.4m	175m					
-4.4m	176.3m					
-4.4m	176.7m					
-4.4m	176.4m					
-4.5m	176.3m					
-4.4m	176.8m					
-4.4m	175.5m					
-4.4m	173.1m					
-4.4m	174m					
-4.4m	175m					
-4.4m	177.8m					
-4.4m	178.6m					
-4.4m	178.5m					
-4.4m	178.7m					
-4.4m	179.8m					
-4.4m	178.7m					
-4.4m	175.6m					
-4.4m	175.9m					
-4.4m	176.2m					
-4.4m	178m					
-4.4m	178.3m					
-4.4m	179.2m					
-4.4m	179.2m					
-4.4m	178.8m					
-4.4m	178.4m					
-4.4m	177.2m					
-4.4m	174.5m					
-4.4m	172.3m					
-4.4m	173.4m					
-4.4m	174.2m					
-4.4m	176.3m					
-4.4m	176.3m					
-4.4m	175.2m					
-4.4m	175.8m					
-4.4m	177.3m					
-4.4m	174.6m					
-4.4m	172.7m					
-4.4m	173.8m					
-4.4m	174.6m					
-4.4m	178.6m					
-4.4m	178.7m					
-4.4m	178.6m					
-4.4m	178.7m					
-4.4m	178.9m					
-4.4m	177m					
-4.4m	176m					
-4.4m	174.6m					
-4.3m	174m					
-4.4m	175.3m					
-4.3m	175.9m					
-4.3m	178.4m					
-4.4m	178m					
-4.4m	177.2m					
-4.4m	177.5m					
-4.4m	178m					
-4.4m	174.9m					
-4.4m	173.9m					
-4.4m	175.3m					
-4.4m	176.1m					
-4.4m	178.7m					
-4.3m	178.5m					
-4.4m	178.1m					
-4.3m	178.4m					
-4.3m	178.8m					
-4.3m	175.6m					
-4.3m	174.8m					
-4.3m	175.1m					
-4.4m	175.6m					
-4.4m	177.5m					
-4.3m	178.3m					
-4.3m	179m					
-4.4m	178.6m					
-4.4m	178.3m					
-4.4m	177.7m					
-4.4m	177.5m					
-4.4m	172.9m					
-4.4m	172.3m					
-4.4m	173.9m					
-4.4m	174.3m					
-4.4m	176.4m					
-4.4m	176.2m					
-4.3m	176m					
-4.4m	177.5m					
-4.4m	178.7m					
-4.4m	174.6m					
-4.3m	174.3m					
-4.4m	175.4m					
-4.3m	176.2m					
-4.4m	178.5m					
-4.4m	179.1m					
-4.3m	179.5m					
-4.3m	179.2m					
-4.3m	179m					
-4.4m	178.2m					
-4.3m	177m					
-4.3m	173.8m					
-4.3m	174m					
-4.3m	174.6m					
-4.3m	176.3m					
-4.3m	177.2m					
-4.3m	176.1m					
-4.3m	175.6m					
-4.3m	177.7m					
-4.4m	177.7m					
-4.3m	173.5m					
-4.3m	174.4m					
-4.3m	176.2m					
-4.3m	177.3m					
-4.3m	179.4m					
-4.3m	180.1m					
-4.3m	180.4m					
-4.3m	180.6m					
-4.3m	180.2m					
-4.3m	177.2m					
-4.3m	176.4m					
-4.3m	175.2m					
-4.3m	175.6m					
-4.3m	175.7m					
-4.3m	176.4m					
-4.3m	176.6m					
-4.3m	176.2m					
-4.3m	176.2m					
-4.3m	176.7m					
-4.3m	174.4m					
-4.4m	171.5m					
-4.3m	173.2m					
-4.3m	175.2m					
-4.3m	177.5m					
-4.3m	177.9m					
-4.3m	177.3m					
-4.3m	177.3m					
-4.3m	177.7m					
-4.3m	177.1m					
-4.3m	174m					
-4.3m	174.5m					
-4.3m	174.8m					
-4.3m	176.6m					
-4.3m	178.1m					
-4.2m	179.6m					
-4.3m	179.6m					
-4.3m	178.9m					
-4.3m	178.8m					
-4.2m	178.5m					
-4.2m	175.5m					
-4.3m	173.5m					
-4.3m	174.3m					
-4.3m	174.8m					
-4.3m	177.6m					
-4.3m	177.6m					
-4.3m	177.3m					
-4.3m	177.8m					
-4.3m	178.9m					
-4.3m	176.6m					
-4.2m	175.3m					
-4.3m	175.9m					
-4.3m	176.2m					
-4.3m	179.5m					
-4.2m	180.1m					
-4.3m	181.2m					
-4.3m	180.8m					
-4.3m	179.9m					
-4.2m	178.1m					
-4.3m	177.1m					
-4.2m	173.6m					
-4.3m	173.3m					
-4.3m	173.7m					
-4.3m	174.2m					
-4.3m	175.3m					
-4.2m	175.2m					
-4.3m	175.1m					
-4.3m	175.9m					
-4.3m	176.2m					
-4.3m	173.5m					
-4.2m	172.7m					
-4.2m	174.8m					
-4.3m	175.2m					
-4.3m	178.7m					
-4.2m	179.3m					
-4.3m	179.9m					
-4.2m	180.7m					
-4.2m	181m					
-4.2m	178.4m					
-4.3m	177.4m					
-4.2m	175.4m					
-4.2m	175.7m					
-4.2m	177.1m					
-4.2m	177.7m					
-4.3m	178.1m					
-4.2m	177.7m					
-4.2m	177.4m					
-4.2m	177.8m					
-4.3m	177.1m					
-4.3m	173.1m					
-4.2m	173.5m					
-4.2m	175.6m					
-4.2m	177.7m					
-4.3m	179.5m					
-4.3m	179.3m					
-4.3m	179.1m					
-4.2m	179.3m					
-4.3m	178.6m					
-4.2m	176.2m					
-4.3m	175.9m					
-4.2m	175m					
-4.2m	175.7m					
-4.2m	176.2m					
-4.2m	177.5m					
-4.2m	178.3m					
-4.2m	176.8m					
-4.2m	176.7m					
-4.2m	176.4m					
-4.2m	175.2m					
-4.2m	172.7m					
-4.3m	173.1m					
-4.2m	173.9m					
-4.2m	176.1m					
-4.2m	177.1m					
-4.2m	176.9m					
-4.2m	176.8m					
-4.2m	178.5m					
-4.3m	177.2m					
-4.2m	174.8m					
-4.2m	175.4m					
-4.2m	176.4m					
-4.2m	178.4m					
-4.2m	179.1m					
-4.2m	180.1m					
-4.2m	180.4m					
-4.2m	180.6m					
-4.2m	180.1m					
-4.2m	179.3m					
-4.2m	177.3m					
-4.2m	174.6m					
-4.2m	175.7m					
-4.2m	176.2m					
-4.2m	178.1m					
-4.2m	178m					
-4.2m	177m					
-4.3m	177.6m					
-4.2m	178.2m					
-4.2m	176m					
-4.2m	173.5m					
-4.2m	174.1m					
-4.2m	174.3m					
-4.2m	177.9m					
-4.2m	178.8m					
-4.2m	180m					
-4.2m	179.8m					
-4.2m	179.7m					
-4.2m	178.9m					
-4.2m	178.1m					
-4.2m	174.6m					
-4.2m	174.3m					
-4.2m	174.7m					
-4.2m	175.5m					
-4.2m	177.6m					
-4.1m	177.3m					
-4.2m	176.2m					
-4.2m	176.9m					
-4.2m	177.3m					
-4.2m	173.2m					
-4.2m	172.2m					
-4.1m	175m					
-4.2m	176.3m					
-4.2m	179.2m					
-4.2m	179.4m					
-4.2m	179.9m					
-4.1m	180.1m					
-4.2m	180.1m					
-4.2m	177.2m					
-4.1m	177.1m					
-4.2m	176.8m					
-4.2m	177.4m					
-4.2m	178.5m					
-4.1m	179.1m					
-4.2m	179.9m					
-4.2m	178.9m					
-4.1m	178.5m					
-4.2m	178.6m					
-4.1m	178.3m					
-4.2m	173.2m					
-4.2m	174.1m					
-4.1m	175.5m					
-4.1m	176.8m					
-4.1m	178.4m					
-4.2m	178m					
-4.2m	178m					
-4.1m	179.5m					
-4.1m	179m					
-4.2m	175.4m					
-4.1m	174.5m					
-4.1m	173.5m					
-4.2m	174.2m					
-4.1m	175m					
-4.1m	174.7m					
-4.2m	174.6m					
-4.1m	172.7m					
-4.1m	172.3m					
-4.1m	173m					
-4.1m	172.5m					
-4.2m	169.8m					
-4.1m	170.6m					
-4.1m	174m					
-4.1m	176.5m					
-4.1m	178.5m					
-4.1m	178.5m					
-4.1m	178.5m					
-4.1m	180.5m					
-4.1m	179.7m					
-4.1m	176.7m					
-4.1m	176.8m					
-4.1m	177.4m					
-4.1m	179.4m					
-4.1m	180.8m					
-4m	182.5m					
-4.1m	182.6m					
-4.1m	182.6m					
-4.1m	182.3m					
-4.1m	181.6m					
-4.1m	179.5m					
-4.1m	178.3m					
-4.1m	179.3m					
-4.1m	179.4m					
-4.1m	181.2m					
-4.1m	180.7m					
-4.1m	179.7m					
-4.1m	179.9m					
-4.1m	179.9m					
-4m	175.1m					
-4.1m	173.3m					
-4.1m	174m					
-4.1m	174.5m					
-4.1m	177.1m					
-4.2m	177.5m					
-4.1m	177.9m					
-4.1m	178m					
-4.1m	178m					
-4.1m	175.8m					
-4.1m	175.1m					
-4.1m	171.8m					
-4.1m	171m					
-4.1m	171.8m					
-4.1m	171.9m					
-4.1m	172.6m					
-4.1m	172.5m					
-4.1m	172.5m					
-4.1m	173.6m					
-4.1m	174.7m					
-4m	172.6m					
-4.1m	172.1m					
-4.1m	175.4m					
-4.1m	177m					
-4m	181.3m					
-4.1m	181.2m					
-4.1m	181.1m					
-4m	181.8m					
-4.1m	182.4m					
-4.1m	180.3m					
-4.1m	179.9m					
-4.1m	179.3m					
-4m	179.7m					
-4.1m	181.1m					
-4.1m	182m					
-4.1m	182.7m					
-4.1m	181.3m					
-4m	181.2m					
-4m	181.2m					
-4.1m	179.9m					
-4.1m	176m					
-4m	177.1m					
-4m	177.9m					
-4.1m	179.2m					
-4m	179.9m					
-4.1m	179.2m					
-4.1m	179m					
-4m	178.5m					
-4m	177m					
-4.1m	173.7m					
-4.1m	173.7m					
-4.1m	173.7m					
-4m	174.9m					
-4m	175.6m					
-4m	177.1m					
-4.1m	177.1m					
-4m	176.2m					
-4.1m	175.6m					
-4.1m	174.5m					
-4.1m	173.1m					
-4.1m	170.6m					
-4.1m	172.5m					
-4m	173.3m					
-4.1m	176.4m					
-4.1m	177.5m					
-4m	178.6m					
-4.1m	178.8m					
-4m	181m					
-4m	178.5m					
-4m	175m					
-4m	175.7m					
-4m	176m					
-4m	179.3m					
-4m	180.3m					
-4m	181m					
-4m	181.1m					
-4.1m	181.2m					
-4.1m	180.7m					
-4.1m	180.1m					
-4.1m	177.6m					
-4.1m	177.1m					
-4.1m	178.3m					
-4m	179m					
-4m	181.2m					
-4m	180.3m					
-4m	179.5m					
-4m	179.9m					
-4m	179.9m					
-4m	175.7m					
-4m	175.4m					
-4m	176m					
-4m	176.4m					
-4m	177.7m					
-4m	178.6m					
-4m	179.1m					
-4.1m	179.1m					
-4m	179.1m					
-4m	177.3m					
-4m	176.3m					
-4m	173.9m					
-4m	173.9m					
-4.1m	173.8m					
-4m	174.4m					
-4m	174.8m					
-4m	173.7m					
-4m	173.1m					
-4m	175.4m					
-4m	175.4m					
-4m	172.9m					
-4m	174.5m					
-4m	177.3m					
-4m	178.6m					
-4m	180.6m					
-4m	180.3m					
-4m	180.2m					
-4m	181.2m					
-4m	180.9m					
-3.9m	177.7m					
-4m	177.3m					
-4m	176.6m					
-4m	177.7m					
-4m	179.1m					
-4m	180.5m					
-4m	180.7m					
-4m	179.8m					
-4m	180.6m					
-4m	181.6m					
-4m	179.3m					
-4m	176.9m					
-4m	178.8m					
-4m	179.1m					
-4m	181.7m					
-4m	182.1m					
-4m	181.5m					
-3.9m	181m					
-4m	180.6m					
-3.9m	178.5m					
-4m	177.2m					
-4m	174.8m					
-4m	174.7m					
-3.9m	175.6m					
-3.9m	176.4m					
-4m	178.9m					
-4m	178m					
-4m	177.3m					
-3.9m	178.1m					
-3.9m	178.6m					
-4m	174.6m					
-4m	174.3m					
-4m	177.2m					
-4m	178.3m					
-3.9m	180.8m					
-4m	180.5m					
-4m	180.4m					
-3.9m	180.4m					
-3.9m	180.4m					
-3.9m	176.6m					
-3.9m	176.4m					
-3.9m	176m					
-4m	176.6m					
-3.9m	177.7m					
-4m	179.3m					
-3.9m	179.9m					
-3.9m	178.3m					
-4m	178.3m					
-3.9m	178m					
-3.9m	176.3m					
-3.9m	173.4m					
-4m	174.3m					
-4m	175.6m					
-4m	178.1m					
-3.9m	178.9m					
-3.9m	179.4m					
-3.9m	179.7m					
-3.9m	181.6m					
-3.9m	179.7m					
-4m	176.9m					
-4m	176.9m					
-3.9m	176.7m					
-4m	179m					
-4m	179.8m					
-3.9m	179.7m					
-3.9m	179.4m					
-3.9m	177.4m					
-3.9m	177.4m					
-3.9m	177.5m					
-3.9m	174.9m					
-3.9m	172.2m					
-3.9m	174.2m					
-3.9m	174.6m					
-4m	177.7m					
-3.9m	178.3m					
-3.9m	178.6m					
-3.9m	179.9m					
-3.9m	181m					
-3.9m	178.9m					
-3.9m	177.1m					
-3.9m	178.4m					
-3.9m	179.2m					
-3.9m	181.4m					
-3.9m	181.7m					
-3.9m	182.6m					
-3.9m	182.4m					
-3.9m	182.2m					
-3.9m	180.3m					
-3.9m	180.1m					
-3.9m	175.7m					
-3.9m	175.8m					
-3.9m	176.7m					
-3.9m	178m					
-3.9m	178.8m					
-3.9m	178.4m					
-3.9m	178.1m					
-3.9m	179.9m					
-3.9m	179.9m					
-3.9m	175m					
-3.9m	175.8m					
-3.9m	177.1m					
-3.9m	179m					
-3.9m	179.9m					
-3.9m	179.8m					
-3.9m	179.8m					
-3.9m	180.2m					
-3.9m	179.2m					
-3.9m	177.6m					
-3.9m	176.1m					
-3.9m	173.9m					
-3.9m	175.5m					
-3.9m	176.1m					
-3.9m	177.7m					
-3.9m	178m					
-3.9m	177.1m					
-3.9m	177.3m					
-3.8m	178.2m					
-3.8m	176.4m					
-3.9m	174.3m					
-3.9m	175.2m					
-3.9m	176.2m					
-3.8m	179.4m					
-3.9m	180.2m					
-3.9m	181.1m					
-3.9m	181.6m					
-3.9m	182m					
-3.8m	181.3m					
-3.8m	180.6m					
-3.8m	178.5m					
-3.9m	178.4m					
-3.8m	179.3m					
-3.9m	179.6m					
-3.9m	180.6m					
-3.8m	179.6m					
-3.9m	178.8m					
-3.9m	179.1m					
-3.8m	179.2m					
-3.8m	174.6m					
-3.9m	174.5m					
-3.8m	175.5m					
-3.9m	176.2m					
-3.8m	177.9m					
-3.8m	178.8m					
-3.8m	179.3m					
-3.8m	179.6m					
-3.8m	179.7m					
-3.8m	177.8m					
-3.8m	177.7m					
-3.8m	177.5m					
-3.9m	177.9m					
-3.8m	178.7m					
-3.8m	180.1m					
-3.8m	180.8m					
-3.8m	180.8m					
-3.8m	180.8m					
-3.9m	180.8m					
-3.9m	178.4m					
-3.8m	174.5m					
-3.8m	174.9m					
-3.8m	175.5m					
-3.8m	177.1m					
-3.8m	177.7m					
-3.8m	177.8m					
-3.8m	178m					
-3.8m	179.9m					
-3.8m	178.9m					
-3.8m	177.3m					
-3.8m	177.3m					
-3.8m	177.3m					
-3.8m	179.8m					
-3.8m	180.8m					
-3.8m	182.4m					
-3.8m	181.8m					
-3.8m	181m					
-3.8m	180.9m					
-3.8m	180.8m					
-3.8m	176.1m					
-3.8m	175m					
-3.8m	176.1m					
-3.8m	176.9m					
-3.8m	179.1m					
-3.8m	179m					
-3.8m	178.9m					
-3.8m	179.3m					
-3.8m	179.5m					
-3.8m	177.3m					
-3.8m	176.9m					
-3.8m	176.4m					
-3.8m	176.8m					
-3.8m	178.1m					
-3.8m	179.9m					
-3.8m	181.2m					
-3.8m	180.3m					
-3.8m	179.7m					
-3.8m	179.7m					
-3.8m	178.7m					
-3.8m	176m					
-3.8m	176.3m					
-3.8m	177.1m					
-3.8m	179.1m					
-3.8m	180.1m					
-3.8m	179.1m					
-3.8m	178.9m					
-3.8m	179.7m					
-3.8m	178.5m					
-3.8m	175.8m					
-3.8m	176m					
-3.8m	176.6m					
-3.8m	177.4m					
-3.8m	177.8m					
-3.8m	179.5m					
-3.7m	179.5m					
-3.8m	179.3m					
-3.8m	179.3m					
-3.8m	179.3m					
-3.8m	177.8m					
-3.8m	175.6m					
-3.8m	177.6m					
-3.8m	178.7m					
-3.8m	182.4m					
-3.8m	182.4m					
-3.8m	182.2m					
-3.8m	183m					
-3.8m	183.9m					
-3.8m	180.1m					
-3.8m	179m					
-3.7m	177.3m					
-3.7m	177.4m					
-3.8m	178.7m					
