Current (mA) - Plot 0	Pressure (psi) - Plot 0	Current (mA) - Plot 1	Pressure (psi) - Plot 1	Current (mA) - Plot 2	Pressure (psi) - Plot 2	
1.5m	2.9k					
1.5m	2.9k					
1.6m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.5m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.4m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.9k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.4m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.2m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.2m	2.8k					
1.3m	2.8k					
1.2m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.3m	2.8k					
1.3m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.1m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.1m	2.8k					
1.2m	2.8k					
1.1m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.2m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.2m	2.8k					
1.1m	2.8k					
1.2m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1m	2.8k					
1.1m	2.8k					
1m	2.8k					
1.1m	2.8k					
1.1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
1m	2.8k					
984.9u	2.8k					
1m	2.8k					
998u	2.8k					
1m	2.8k					
1m	2.8k					
958.6u	2.8k					
1m	2.8k					
971.8u	2.8k					
984.9u	2.8k					
988.2u	2.8k					
981.6u	2.8k					
988.2u	2.8k					
978.3u	2.8k					
978.3u	2.8k					
981.6u	2.8k					
975u	2.8k					
968.5u	2.8k					
975u	2.8k					
939u	2.8k					
994.7u	2.8k					
961.9u	2.8k					
965.2u	2.8k					
965.2u	2.8k					
975u	2.8k					
1m	2.8k					
952.1u	2.7k					
955.4u	2.7k					
965.2u	2.7k					
935.7u	2.7k					
952.1u	2.7k					
942.2u	2.7k					
948.8u	2.7k					
935.7u	2.7k					
939u	2.7k					
932.4u	2.7k					
942.2u	2.7k					
932.4u	2.7k					
955.4u	2.7k					
906.2u	2.7k					
922.6u	2.7k					
932.4u	2.7k					
902.9u	2.7k					
939u	2.7k					
889.8u	2.7k					
922.6u	2.7k					
932.4u	2.7k					
902.9u	2.7k					
919.3u	2.7k					
902.9u	2.7k					
916u	2.7k					
899.6u	2.7k					
906.2u	2.7k					
899.6u	2.7k					
899.6u	2.7k					
896.3u	2.7k					
893.1u	2.7k					
866.8u	2.7k					
879.9u	2.7k					
893.1u	2.7k					
879.9u	2.7k					
870.1u	2.7k					
824.2u	2.7k					
889.8u	2.7k					
883.2u	2.7k					
857u	2.7k					
889.8u	2.7k					
870.1u	2.7k					
876.7u	2.7k					
866.8u	2.7k					
870.1u	2.7k					
866.8u	2.7k					
863.5u	2.7k					
860.3u	2.7k					
860.3u	2.7k					
837.3u	2.7k					
857u	2.7k					
866.8u	2.7k					
834u	2.7k					
863.5u	2.7k					
857u	2.7k					
863.5u	2.7k					
843.9u	2.7k					
820.9u	2.7k					
853.7u	2.7k					
834u	2.7k					
830.7u	2.7k					
837.3u	2.7k					
824.2u	2.7k					
834u	2.7k					
827.5u	2.7k					
824.2u	2.7k					
820.9u	2.7k					
820.9u	2.7k					
830.7u	2.7k					
850.4u	2.7k					
784.8u	2.7k					
834u	2.7k					
801.2u	2.7k					
860.3u	2.7k					
804.5u	2.7k					
791.4u	2.7k					
814.3u	2.7k					
801.2u	2.7k					
791.4u	2.7k					
807.8u	2.7k					
781.5u	2.7k					
801.2u	2.7k					
791.4u	2.7k					
788.1u	2.7k					
788.1u	2.7k					
784.8u	2.7k					
775u	2.7k					
801.2u	2.7k					
738.9u	2.7k					
801.2u	2.7k					
765.1u	2.7k					
768.4u	2.7k					
771.7u	2.7k					
758.6u	2.7k					
797.9u	2.7k					
765.1u	2.7k					
755.3u	2.7k					
765.1u	2.7k					
752u	2.7k					
761.9u	2.7k					
752u	2.7k					
758.6u	2.7k					
745.5u	2.7k					
765.1u	2.6k					
745.5u	2.6k					
748.7u	2.6k					
719.2u	2.6k					
768.4u	2.6k					
722.5u	2.6k					
745.5u	2.6k					
709.4u	2.6k					
725.8u	2.6k					
745.5u	2.6k					
722.5u	2.6k					
725.8u	2.6k					
729.1u	2.6k					
715.9u	2.6k					
732.3u	2.6k					
722.5u	2.6k					
722.5u	2.6k					
712.7u	2.6k					
712.7u	2.6k					
712.7u	2.6k					
709.4u	2.6k					
706.1u	2.6k					
729.1u	2.6k					
673.3u	2.6k					
719.2u	2.6k					
693u	2.6k					
679.9u	2.6k					
702.8u	2.6k					
653.6u	2.6k					
699.5u	2.6k					
699.5u	2.6k					
679.9u	2.6k					
693u	2.6k					
683.1u	2.6k					
683.1u	2.6k					
679.9u	2.6k					
670u	2.6k					
683.1u	2.6k					
673.3u	2.6k					
676.6u	2.6k					
673.3u	2.6k					
647.1u	2.6k					
683.1u	2.6k					
663.5u	2.6k					
647.1u	2.6k					
699.5u	2.6k					
637.2u	2.6k					
673.3u	2.6k					
660.2u	2.6k					
643.8u	2.6k					
653.6u	2.6k					
650.3u	2.6k					
640.5u	2.6k					
647.1u	2.6k					
630.7u	2.6k					
640.5u	2.6k					
634u	2.6k					
637.2u	2.6k					
634u	2.6k					
624.1u	2.6k					
647.1u	2.6k					
627.4u	2.6k					
614.3u	2.6k					
630.7u	2.6k					
630.7u	2.6k					
653.6u	2.6k					
630.7u	2.6k					
611u	2.6k					
617.6u	2.6k					
620.8u	2.6k					
611u	2.6k					
614.3u	2.6k					
597.9u	2.6k					
597.9u	2.6k					
601.2u	2.6k					
601.2u	2.6k					
594.6u	2.6k					
604.4u	2.5k					
601.2u	2.5k					
604.4u	2.5k					
588u	2.5k					
604.4u	2.5k					
561.8u	2.5k					
581.5u	2.5k					
558.5u	2.5k					
568.4u	2.5k					
584.8u	2.5k					
571.6u	2.5k					
578.2u	2.5k					
565.1u	2.5k					
568.4u	2.5k					
568.4u	2.5k					
555.2u	2.5k					
568.4u	2.5k					
565.1u	2.5k					
561.8u	2.5k					
558.5u	2.5k					
548.7u	2.5k					
552u	2.5k					
568.4u	2.5k					
538.8u	2.5k					
538.8u	2.5k					
529u	2.5k					
525.7u	2.5k					
561.8u	2.5k					
535.6u	2.5k					
545.4u	2.5k					
535.6u	2.5k					
535.6u	2.5k					
535.6u	2.5k					
525.7u	2.5k					
522.4u	2.5k					
529u	2.5k					
522.4u	2.5k					
529u	2.5k					
512.6u	2.5k					
519.2u	2.5k					
535.6u	2.5k					
502.8u	2.5k					
509.3u	2.5k					
535.6u	2.5k					
509.3u	2.5k					
542.1u	2.5k					
492.9u	2.5k					
506u	2.5k					
506u	2.5k					
502.8u	2.5k					
496.2u	2.5k					
496.2u	2.4k					
489.6u	2.4k					
496.2u	2.4k					
486.4u	2.4k					
489.6u	2.4k					
479.8u	2.4k					
479.8u	2.4k					
486.4u	2.4k					
460.1u	2.4k					
476.5u	2.4k					
492.9u	2.4k					
483.1u	2.4k					
496.2u	2.4k					
443.7u	2.4k					
466.7u	2.4k					
466.7u	2.4k					
463.4u	2.4k					
456.8u	2.4k					
460.1u	2.4k					
450.3u	2.4k					
456.8u	2.4k					
450.3u	2.4k					
450.3u	2.4k					
453.6u	2.4k					
447u	2.4k					
450.3u	2.4k					
437.2u	2.4k					
460.1u	2.4k					
450.3u	2.4k					
420.8u	2.4k					
433.9u	2.4k					
414.2u	2.4k					
433.9u	2.4k					
427.3u	2.4k					
430.6u	2.4k					
420.8u	2.4k					
420.8u	2.4k					
427.3u	2.4k					
410.9u	2.4k					
424u	2.4k					
424u	2.4k					
407.6u	2.4k					
414.2u	2.4k					
404.4u	2.4k					
410.9u	2.4k					
430.6u	2.4k					
404.4u	2.3k					
394.5u	2.3k					
388u	2.3k					
381.4u	2.3k					
420.8u	2.3k					
394.5u	2.3k					
384.7u	2.3k					
401.1u	2.3k					
381.4u	2.3k					
394.5u	2.3k					
384.7u	2.3k					
381.4u	2.3k					
381.4u	2.3k					
378.1u	2.3k					
378.1u	2.3k					
374.9u	2.3k					
371.6u	2.3k					
378.1u	2.3k					
355.2u	2.3k					
361.7u	2.3k					
371.6u	2.3k					
361.7u	2.3k					
358.5u	2.3k					
355.2u	2.3k					
342.1u	2.3k					
368.3u	2.3k					
335.5u	2.3k					
358.5u	2.3k					
342.1u	2.3k					
348.6u	2.3k					
345.3u	2.3k					
345.3u	2.3k					
338.8u	2.3k					
345.3u	2.3k					
332.2u	2.3k					
338.8u	2.3k					
332.2u	2.3k					
325.7u	2.3k					
338.8u	2.2k					
338.8u	2.2k					
332.2u	2.2k					
325.7u	2.2k					
299.4u	2.2k					
328.9u	2.2k					
306u	2.2k					
319.1u	2.2k					
315.8u	2.2k					
306u	2.2k					
306u	2.2k					
306u	2.2k					
306u	2.2k					
299.4u	2.2k					
302.7u	2.2k					
299.4u	2.2k					
296.1u	2.2k					
302.7u	2.2k					
306u	2.2k					
286.3u	2.2k					
289.6u	2.2k					
292.9u	2.2k					
289.6u	2.2k					
299.4u	2.2k					
266.6u	2.2k					
286.3u	2.2k					
269.9u	2.2k					
269.9u	2.2k					
273.2u	2.2k					
266.6u	2.2k					
266.6u	2.2k					
263.3u	2.2k					
260.1u	2.2k					
260.1u	2.2k					
256.8u	2.1k					
263.3u	2.1k					
260.1u	2.1k					
250.2u	2.1k					
253.5u	2.1k					
240.4u	2.1k					
246.9u	2.1k					
260.1u	2.1k					
227.3u	2.1k					
246.9u	2.1k					
233.8u	2.1k					
240.4u	2.1k					
237.1u	2.1k					
233.8u	2.1k					
233.8u	2.1k					
227.3u	2.1k					
224u	2.1k					
220.7u	2.1k					
224u	2.1k					
227.3u	2.1k					
217.4u	2.1k					
207.6u	2.1k					
227.3u	2.1k					
217.4u	2.1k					
210.9u	2.1k					
214.1u	2.1k					
194.5u	2.1k					
217.4u	2k					
201u	2k					
201u	2k					
207.6u	2k					
197.7u	2k					
201u	2k					
191.2u	2k					
197.7u	2k					
194.5u	2k					
187.9u	2k					
184.6u	2k					
187.9u	2k					
168.2u	2k					
194.5u	2k					
174.8u	2k					
187.9u	2k					
174.8u	2k					
168.2u	2k					
174.8u	2k					
168.2u	2k					
164.9u	2k					
168.2u	2k					
151.8u	2k					
161.7u	2k					
155.1u	2k					
155.1u	1.9k					
151.8u	1.9k					
155.1u	1.9k					
148.5u	1.9k					
148.5u	1.9k					
148.5u	1.9k					
148.5u	1.9k					
145.3u	1.9k					
138.7u	1.9k					
142u	1.9k					
142u	1.9k					
138.7u	1.9k					
135.4u	1.9k					
125.6u	1.9k					
128.9u	1.9k					
128.9u	1.9k					
125.6u	1.9k					
122.3u	1.9k					
115.8u	1.9k					
115.8u	1.9k					
122.3u	1.9k					
112.5u	1.9k					
115.8u	1.9k					
109.2u	1.8k					
112.5u	1.8k					
105.9u	1.8k					
99.4u	1.8k					
102.6u	1.8k					
99.4u	1.8k					
96.1u	1.8k					
92.8u	1.8k					
99.4u	1.8k					
92.8u	1.8k					
96.1u	1.8k					
92.8u	1.8k					
92.8u	1.8k					
86.2u	1.8k					
89.5u	1.8k					
73.1u	1.8k					
73.1u	1.8k					
79.7u	1.8k					
76.4u	1.8k					
73.1u	1.8k					
69.8u	1.8k					
73.1u	1.7k					
69.8u	1.7k					
63.3u	1.7k					
60u	1.7k					
63.3u	1.7k					
60u	1.7k					
56.7u	1.7k					
53.4u	1.7k					
56.7u	1.7k					
50.2u	1.7k					
50.2u	1.7k					
46.9u	1.7k					
46.9u	1.7k					
43.6u	1.7k					
40.3u	1.7k					
37u	1.7k					
40.3u	1.7k					
37u	1.7k					
33.8u	1.7k					
33.8u	1.7k					
30.5u	1.6k					
40.3u	1.6k					
23.9u	1.6k					
23.9u	1.6k					
23.9u	1.6k					
23.9u	1.6k					
17.4u	1.6k					
17.4u	1.6k					
17.4u	1.6k					
20.6u	1.6k					
7.5u	1.6k					
10.8u	1.6k					
959.5n	1.6k					
7.5u	1.6k					
959.5n	1.6k					
959.5n	1.6k					
-2.3u	1.6k					
7.5u	1.6k					
-2.3u	1.5k					
959.5n	1.5k					
959.5n	1.5k					
959.5n	1.5k					
-8.9u	1.5k					
-15.4u	1.5k					
-15.4u	1.5k					
-15.4u	1.5k					
-22u	1.5k					
-22u	1.5k					
-25.3u	1.5k					
-28.6u	1.5k					
-31.8u	1.5k					
-35.1u	1.5k					
-35.1u	1.5k					
-31.8u	1.5k					
-38.4u	1.5k					
-41.7u	1.4k					
-38.4u	1.4k					
-45u	1.4k					
-48.2u	1.4k					
-48.2u	1.4k					
-51.5u	1.4k					
-48.2u	1.4k					
-48.2u	1.4k					
-58.1u	1.4k					
-54.8u	1.4k					
-58.1u	1.4k					
-58.1u	1.4k					
-64.6u	1.4k					
-61.4u	1.4k					
-64.6u	1.4k					
-67.9u	1.4k					
-71.2u	1.4k					
-74.5u	1.3k					
-74.5u	1.3k					
-71.2u	1.3k					
-77.8u	1.3k					
-77.8u	1.3k					
-87.6u	1.3k					
-94.2u	1.3k					
-84.3u	1.3k					
-87.6u	1.3k					
-97.4u	1.3k					
-90.9u	1.3k					
-90.9u	1.3k					
-97.4u	1.3k					
-97.4u	1.3k					
-104u	1.3k					
-100.7u	1.2k					
-107.3u	1.2k					
-107.3u	1.2k					
-107.3u	1.2k					
-110.6u	1.2k					
-113.8u	1.2k					
-117.1u	1.2k					
-117.1u	1.2k					
-117.1u	1.2k					
-127u	1.2k					
-120.4u	1.2k					
-127u	1.2k					
-127u	1.2k					
-127u	1.2k					
-127u	1.2k					
-136.8u	1.1k					
-130.2u	1.1k					
-136.8u	1.1k					
-140.1u	1.1k					
-140.1u	1.1k					
-143.3u	1.1k					
-143.3u	1.1k					
-149.9u	1.1k					
-146.6u	1.1k					
-146.6u	1.1k					
-153.2u	1.1k					
-153.2u	1.1k					
-143.3u	1.1k					
-159.7u	1.1k					
-146.6u	1k					
-166.3u	1k					
-159.7u	1k					
-172.9u	1k					
-166.3u	1k					
-179.4u	1k					
-176.1u	1k					
-179.4u	996.8					
-172.9u	989					
-186u	981.3					
-179.4u	973.6					
-182.7u	966.1					
-186u	958.3					
-192.5u	950.7					
-189.3u	942.8					
-199.1u	935					
-179.4u	927					
-205.7u	919.1					
-186u	911.2					
-202.4u	903.1					
-208.9u	895					
-208.9u	887.3					
-215.5u	879.2					
-195.8u	871.1					
-199.1u	863.1					
-218.8u	854.9					
-208.9u	847					
-212.2u	838.9					
-218.8u	831					
-222.1u	823					
-218.8u	814.9					
-225.3u	806.7					
-222.1u	798.4					
-228.6u	790.4					
-231.9u	782.2					
-245u	774.1					
-235.2u	765.7					
-245u	757.2					
-235.2u	748.8					
-235.2u	740.7					
-238.5u	732					
-228.6u	723.5					
-245u	715.1					
-248.3u	706.5					
-248.3u	698.2					
-254.9u	689.6					
-251.6u	681.1					
-258.1u	672.5					
-251.6u	663.9					
-261.4u	655.2					
-254.9u	646.5					
-258.1u	637.9					
-264.7u	629.1					
-271.3u	620.2					
-261.4u	611.4					
-290.9u	602.6					
-261.4u	593.7					
-268u	584.8					
-284.4u	576.1					
-271.3u	566.9					
-297.5u	558.1					
-290.9u	548.9					
-277.8u	539.8					
-290.9u	530.7					
-287.7u	521.5					
-290.9u	512.3					
-294.2u	503					
-290.9u	493.7					
-297.5u	484.3					
-300.8u	474.8					
-294.2u	465.4					
-300.8u	456					
-297.5u	446.5					
-307.3u	436.9					
-290.9u	427.3					
-313.9u	417.4					
-323.7u	407.5					
-310.6u	397.6					
-320.5u	388					
-310.6u	378.4					
-307.3u	368.8					
-317.2u	359.4					
-323.7u	349.7					
-323.7u	340.3					
-330.3u	330.6					
-323.7u	320.7					
-333.6u	311.1					
-333.6u	301					
-336.9u	290.9					
-336.9u	281					
-343.4u	270.9					
-340.1u	260.8					
-336.9u	250.5					
-350u	240.5					
-346.7u	230.3					
-336.9u	219.9					
-359.8u	209.6					
-350u	199.5					
-353.3u	189.1					
-366.4u	178.7					
-363.1u	168.6					
-363.1u	158.1					
-366.4u	148					
-363.1u	137.6					
-363.1u	127.2					
-366.4u	116.9					
-376.2u	106.5					
-376.2u	96.1					
-382.8u	85.6					
-376.2u	75.5					
-379.5u	65.2					
-389.3u	55					
-379.5u	44.7					
-382.8u	34.3					
-399.2u	24					
-389.3u	13.6					
-389.3u	3.2					
-402.4u	-6.9					
-389.3u	-17.2					
-402.4u	-27.6					
-392.6u	-37.9					
-402.4u	-48.2					
-409u	-58.4					
-405.7u	-68.5					
-409u	-78.9					
-405.7u	-89.3					
-415.6u	-99.6					
-412.3u	-109.9					
-412.3u	-120.1					
-412.3u	-130.6					
-438.5u	-140.7					
-422.1u	-151					
-432u	-161.4					
-415.6u	-171.6					
-418.8u	-182.1					
-438.5u	-192.4					
-415.6u	-202.9					
-432u	-213.2					
-435.2u	-223.6					
-435.2u	-234.1					
-445.1u	-244.4					
-435.2u	-255					
-445.1u	-265.1					
-445.1u	-275.7					
-445.1u	-285.8					
-448.4u	-296.4					
-445.1u	-306.4					
-461.5u	-316.7					
-458.2u	-327.1					
-432u	-337.3					
-441.8u	-347.9					
-451.6u	-358.1					
-461.5u	-368.3					
-500.8u	-378.6					
-458.2u	-388.9					
-471.3u	-399.3					
-464.8u	-409.6					
-471.3u	-420.1					
-468u	-430.4					
-474.6u	-440.8					
-471.3u	-451.1					
-491u	-461.4					
-481.2u	-471.4					
-491u	-481.7					
-481.2u	-492.1					
-491u	-502.4					
-494.3u	-512.7					
-474.6u	-522.8					
-507.4u	-533.2					
-520.5u	-543.7					
-507.4u	-554.1					
-510.7u	-564.4					
-477.9u	-574.4					
-497.6u	-584.8					
-517.2u	-595					
-507.4u	-605.5					
-514u	-615.6					
-510.7u	-625.7					
-514u	-636					
-514u	-646.1					
-514u	-656.4					
-517.2u	-666.9					
-517.2u	-676.9					
-523.8u	-687.1					
-523.8u	-697.4					
-540.2u	-707.3					
-569.7u	-717.7					
-553.3u	-727.9					
-517.2u	-738					
-514u	-748.3					
-510.7u	-758.4					
-543.5u	-768.6					
-556.6u	-778.9					
-540.2u	-788.7					
-550u	-798.8					
-546.8u	-808.8					
-559.9u	-818.8					
-553.3u	-829.1					
-550u	-839.1					
-559.9u	-849.1					
-553.3u	-858.9					
-563.2u	-869.1					
-559.9u	-879					
-566.4u	-888.8					
-579.6u	-898.8					
-540.2u	-908.8					
-527.1u	-918.6					
-576.3u	-928.4					
-582.8u	-938					
-615.6u	-947.8					
-612.4u	-957.6					
-556.6u	-967.2					
-592.7u	-977.1					
-569.7u	-986.5					
-592.7u	-996.1					
-589.4u	-1k					
-579.6u	-1k					
-596u	-1k					
-589.4u	-1k					
-596u	-1k					
-596u	-1.1k					
-599.2u	-1.1k					
-602.5u	-1.1k					
-579.6u	-1.1k					
-589.4u	-1.1k					
-641.9u	-1.1k					
-625.5u	-1.1k					
-609.1u	-1.1k					
-609.1u	-1.1k					
-556.6u	-1.1k					
-628.8u	-1.1k					
-605.8u	-1.1k					
-622.2u	-1.1k					
-615.6u	-1.1k					
-625.5u	-1.1k					
-628.8u	-1.1k					
-635.3u	-1.1k					
-625.5u	-1.2k					
-641.9u	-1.2k					
-628.8u	-1.2k					
-641.9u	-1.2k					
-635.3u	-1.2k					
-661.6u	-1.2k					
-671.4u	-1.2k					
-641.9u	-1.2k					
-622.2u	-1.2k					
-632u	-1.2k					
-615.6u	-1.2k					
-694.3u	-1.2k					
-638.6u	-1.2k					
-664.8u	-1.3k					
-648.4u	-1.3k					
-661.6u	-1.3k					
-664.8u	-1.3k					
-661.6u	-1.3k					
-668.1u	-1.3k					
-668.1u	-1.3k					
-668.1u	-1.3k					
-677.9u	-1.3k					
-664.8u	-1.3k					
-681.2u	-1.3k					
-687.8u	-1.3k					
-658.3u	-1.3k					
-674.7u	-1.3k					
-700.9u	-1.4k					
-694.3u	-1.4k					
-750.1u	-1.4k					
-677.9u	-1.4k					
-717.3u	-1.4k					
-694.3u	-1.4k					
-691.1u	-1.4k					
-707.5u	-1.4k					
-694.3u	-1.4k					
-700.9u	-1.4k					
-710.7u	-1.4k					
-697.6u	-1.4k					
-710.7u	-1.4k					
-707.5u	-1.4k					
-714u	-1.5k					
-707.5u	-1.5k					
-691.1u	-1.5k					
-717.3u	-1.5k					
-740.3u	-1.5k					
-717.3u	-1.5k					
-730.4u	-1.5k					
-694.3u	-1.5k					
-746.8u	-1.5k					
-733.7u	-1.5k					
-727.1u	-1.5k					
-743.5u	-1.5k					
-733.7u	-1.5k					
-737u	-1.6k					
-740.3u	-1.6k					
-740.3u	-1.6k					
-740.3u	-1.6k					
-743.5u	-1.6k					
-746.8u	-1.6k					
-753.4u	-1.6k					
-753.4u	-1.6k					
-753.4u	-1.6k					
-769.8u	-1.6k					
-743.5u	-1.6k					
-750.1u	-1.6k					
-737u	-1.6k					
-740.3u	-1.7k					
-759.9u	-1.7k					
-750.1u	-1.7k					
-779.6u	-1.7k					
-759.9u	-1.7k					
-782.9u	-1.7k					
-773.1u	-1.7k					
-779.6u	-1.7k					
-779.6u	-1.7k					
-792.7u	-1.7k					
-779.6u	-1.7k					
-782.9u	-1.7k					
-782.9u	-1.7k					
-805.9u	-1.7k					
-799.3u	-1.8k					
-779.6u	-1.8k					
-802.6u	-1.8k					
-796u	-1.8k					
-822.3u	-1.8k					
-796u	-1.8k					
-782.9u	-1.8k					
-819u	-1.8k					
-786.2u	-1.8k					
-822.3u	-1.8k					
-815.7u	-1.8k					
-809.1u	-1.8k					
-815.7u	-1.8k					
-819u	-1.8k					
-812.4u	-1.9k					
-822.3u	-1.9k					
-812.4u	-1.9k					
-828.8u	-1.9k					
-825.5u	-1.9k					
-805.9u	-1.9k					
-848.5u	-1.9k					
-838.7u	-1.9k					
-838.7u	-1.9k					
-861.6u	-1.9k					
-822.3u	-1.9k					
-871.5u	-1.9k					
-832.1u	-1.9k					
-851.8u	-1.9k					
-855.1u	-1.9k					
-848.5u	-1.9k					
-851.8u	-2k					
-855.1u	-2k					
-851.8u	-2k					
-861.6u	-2k					
-861.6u	-2k					
-861.6u	-2k					
-861.6u	-2k					
-851.8u	-2k					
-891.1u	-2k					
-864.9u	-2k					
-864.9u	-2k					
-881.3u	-2k					
-881.3u	-2k					
-910.8u	-2k					
-868.2u	-2k					
-894.4u	-2k					
-887.9u	-2k					
-874.7u	-2k					
-894.4u	-2.1k					
-887.9u	-2.1k					
-897.7u	-2.1k					
-887.9u	-2.1k					
-897.7u	-2.1k					
-887.9u	-2.1k					
-897.7u	-2.1k					
-901u	-2.1k					
-920.7u	-2.1k					
-884.6u	-2.1k					
-907.5u	-2.1k					
-904.3u	-2.1k					
-891.1u	-2.1k					
-910.8u	-2.1k					
-878u	-2.1k					
-927.2u	-2.1k					
-927.2u	-2.1k					
-904.3u	-2.1k					
-933.8u	-2.1k					
-917.4u	-2.1k					
-937u	-2.2k					
-920.7u	-2.2k					
-933.8u	-2.2k					
-930.5u	-2.2k					
-940.3u	-2.2k					
-930.5u	-2.2k					
-940.3u	-2.2k					
-904.3u	-2.2k					
-943.6u	-2.2k					
-953.4u	-2.2k					
-940.3u	-2.2k					
-937u	-2.2k					
-894.4u	-2.2k					
-969.8u	-2.2k					
-963.3u	-2.2k					
